"New_ID"	"Class"	"Pathway"	"Gene"	"stat_value"	"percentile"	"T_std"	"outliers"
"1"	"DPOGS209813"	"Recognition"	"PGRP"	"PGRP-like_2"	-1.754513	0.126559714795009	-1.08779450532692	0
"2"	"DPOGS209814"	"Recognition"	"PGRP"	"PGRP-like_6"	-1.211504	0.381889483065954	-0.376043724859824	0
"3"	"DPOGS212963"	"Recognition"	"BGRP"	"BGRP-like_1"	-1.823595	0.107379679144385	-1.17834395739167	0
"4"	"DPOGS215599"	"Recognition"	"BGRP"	"BGRP-like_2"	-0.945861	0.530338680926916	-0.0278513144658525	0
"5"	"DPOGS212940"	"Recognition"	"BGRP"	"BGRP-like_3"	-0.809266	0.605775401069519	0.15119101790415	0
"6"	"DPOGS212941"	"Recognition"	"BGRP"	"BGRP-like_4"	-1.926825	0.0719429590017825	-1.31365300948402	0
"7"	"DPOGS212964"	"Recognition"	"BGRP"	"BGRP-like_5"	-0.705228	0.656399286987522	0.287559158576285	0
"8"	"DPOGS212965"	"Recognition"	"BGRP"	"BGRP-like_6"	-1.4054	0.282495543672014	-0.630193525930243	0
"9"	"DPOGS210549"	"Recognition"	"SCR"	"Class_B_like_SCR_1"	-0.296289	0.807914438502674	0.823577258485186	0
"10"	"DPOGS203180"	"Recognition"	"SCR"	"Class_B_like_SCR_2"	-1.464034	0.24620320855615	-0.707048228636658	0
"11"	"DPOGS202796"	"Recognition"	"SCR"	"Class_B_like_SCR_3"	-1.839673	0.101960784313725	-1.19941824722544	0
"12"	"DPOGS214397"	"Recognition"	"SCR"	"Other_SCR_1"	-0.836731	0.591515151515152	0.115191181464001	0
"13"	"DPOGS213636"	"Recognition"	"SCR"	"Other_SCR_2"	-0.54064	0.725561497326203	0.503293405072232	0
"14"	"DPOGS212634"	"Recognition"	"SCR"	"Other_SCR_3"	-1.036623	0.478288770053476	-0.146817895750425	0
"15"	"DPOGS202826"	"Recognition"	"SCR"	"Other_SCR_4"	-1.947874	0.0665953654188948	-1.34124305343919	0
"16"	"DPOGS215836"	"Recognition"	"TEP"	"TEP_like"	-0.958403	0.522210338680927	-0.044290781009903	0
"17"	"DPOGS210251"	"Recognition"	"Nimrod"	"NIM-like_1"	-0.690702	0.661818181818182	0.306599159454843	0
"18"	"DPOGS210210"	"Recognition"	"Nimrod"	"NIM-like_2"	-1.478253	0.236434937611408	-0.725685828285028	0
