"New_ID"	"Class"	"Pathway"	"Gene"	"stat_value"	"percentile"	"T_std"	"outliers"
"1"	"DPOGS209813"	"Recognition"	"PGRP"	"PGRP-like_2"	0.026205	0.238787878787879	-0.813103497205448	0
"2"	"DPOGS209814"	"Recognition"	"PGRP"	"PGRP-like_6"	0.021987	0.185597147950089	-0.848513989617188	0
"3"	"DPOGS212963"	"Recognition"	"BGRP"	"BGRP-like_1"	0.131013	0.636862745098039	0.0667691648831337	0
"4"	"DPOGS215599"	"Recognition"	"BGRP"	"BGRP-like_2"	0.021724	0.1650623885918	-0.850721898461258	0
"5"	"DPOGS212940"	"Recognition"	"BGRP"	"BGRP-like_3"	0.201225	0.806844919786096	0.656205270433888	0
"6"	"DPOGS212941"	"Recognition"	"BGRP"	"BGRP-like_4"	0.035287	0.275579322638146	-0.736859283814404	0
"7"	"DPOGS212964"	"Recognition"	"BGRP"	"BGRP-like_5"	0.114037	0.582959001782531	-0.0757458941926597	0
"8"	"DPOGS212965"	"Recognition"	"BGRP"	"BGRP-like_6"	0.074351	0.444563279857398	-0.408913462199372	0
"9"	"DPOGS210549"	"Recognition"	"SCR"	"Class_B_like_SCR_1"	0.044361	0.318573975044563	-0.660682231148656	0
"10"	"DPOGS203180"	"Recognition"	"SCR"	"Class_B_like_SCR_2"	0.172724	0.748948306595365	0.416936791480119	0
"11"	"DPOGS202796"	"Recognition"	"SCR"	"Class_B_like_SCR_3"	0.304692	0.924777183600713	1.52482011594491	0
"12"	"DPOGS214397"	"Recognition"	"SCR"	"Other_SCR_1"	0.0749	0.44698752228164	-0.404304557426009	0
"13"	"DPOGS213636"	"Recognition"	"SCR"	"Other_SCR_2"	0.143991	0.674224598930481	0.175720651492797	0
"14"	"DPOGS212634"	"Recognition"	"SCR"	"Other_SCR_3"	0.177436	0.758859180035651	0.45649445867882	0
"15"	"DPOGS202826"	"Recognition"	"SCR"	"Other_SCR_4"	0.064833	0.406345811051693	-0.488817935118988	0
"16"	"DPOGS215836"	"Recognition"	"TEP"	"TEP_like"	0.074516	0.445133689839572	-0.407528272240164	0
"17"	"DPOGS210251"	"Recognition"	"Nimrod"	"NIM-like_1"	0.358321	0.951942959001782	1.97504043304998	0
"18"	"DPOGS210210"	"Recognition"	"Nimrod"	"NIM-like_2"	0.480318	0.98174688057041	2.99921630852534	1
"19"	"DPOGS210211"	"Recognition"	"Nimrod"	"NIM-like_3"	0.502052	0.984527629233512	3.18167520897028	1
"20"	"DPOGS204835"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_1"	0.164459	0.728698752228164	0.347551367159818	0
"21"	"DPOGS205231"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_2"	0.09123	0.505668449197861	-0.267212726917779	0
"22"	"DPOGS206561"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_3"	0.111261	0.57475935828877	-0.0990506658699926	0
"23"	"DPOGS215180"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_4"	0.172061	0.747094474153298	0.411370846371304	0
"24"	"DPOGS215181"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_5"	0.218892	0.836292335115865	0.80452133715703	0
"25"	"DPOGS206562"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_6"	0.062204	0.393083778966132	-0.510888628469027	0
"26"	"DPOGS206563"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_7"	0.082205	0.472655971479501	-0.342978420141096	0
"27"	"DPOGS213841"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_8"	0.265939	0.895115864527629	1.19948516752572	0
"28"	"DPOGS215183"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_9"	0.149989	0.692549019607843	0.226074405282654	0
"29"	"DPOGS215188"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_10"	0.130463	0.635222816399287	0.0621518650191088	0
"30"	"DPOGS204146"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_11"	0.407987	0.967272727272727	2.39199100586209	0
"31"	"DPOGS204147"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_12"	0.205101	0.814474153297683	0.688744641839271	0
"32"	"DPOGS201678"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_13"	0.201431	0.807272727272727	0.657934659110232	0
"33"	"DPOGS215220"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_14"	0.092173	0.508520499108734	-0.259296156423642	0
"34"	"DPOGS215098"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_15"	0.153477	0.701247771836007	0.255356481511234	0
"35"	"DPOGS208169"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_16"	0.022894	0.211550802139037	-0.840899642386878	0
"36"	"DPOGS201966"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_17"	0.072085	0.435579322638146	-0.427936737639154	0
"37"	"DPOGS215182"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_18"	0.23946	0.865026737967914	0.977191561890236	0
"38"	"DPOGS211355"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_19"	0.021016	0.0472014260249554	-0.856665622649857	0
"39"	"DPOGS203664"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_20"	0.144914	0.677575757575758	0.183469320173697	0
"40"	"DPOGS210568"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_21"	0.02133	0.0702317290552585	-0.854029564182032	0
"41"	"DPOGS214570"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_22"	0.194876	0.795436720142602	0.602904839821717	0
"42"	"DPOGS204148"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_23"	0.239816	0.865454545454545	0.98018021416586	0
"43"	"DPOGS205210"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_24"	0.021783	0.171122994652406	-0.850226588112208	0
"44"	"DPOGS211237"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_25"	0.013285	0.0333689839572193	-0.921568068556723	0
"45"	"DPOGS206224"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_26"	0.129312	0.632299465240642	0.0524891156673041	0
"46"	"DPOGS206217"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_27"	0.106874	0.560356506238859	-0.135879928603587	0
"47"	"DPOGS205206"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_28"	0.093973	0.515080213903743	-0.244184993232287	0
"48"	"DPOGS209809"	"Signalling"	"Toll"	"SPZ-like_1"	0.113763	0.581960784313725	-0.0780461490340103	0
"49"	"DPOGS209810"	"Signalling"	"Toll"	"SPZ-like_2"	0.025542	0.23572192513369	-0.818669442314263	0
"50"	"DPOGS203200"	"Signalling"	"Toll"	"Toll_like-receptors_1"	0.109835	0.569269162210339	-0.11102206515381	0
"51"	"DPOGS205279"	"Signalling"	"Toll"	"Toll_like-receptors_2"	0.021384	0.092620320855615	-0.853576229286292	0
"52"	"DPOGS202626"	"Signalling"	"Toll"	"Toll_like-receptors_3"	0.091316	0.506096256684492	-0.266490749120859	0
"53"	"DPOGS205281"	"Signalling"	"Toll"	"Toll_like-receptors_4"	0.021416	0.10445632798574	-0.853307586385112	0
"54"	"DPOGS205295"	"Signalling"	"Toll"	"Toll_like-receptors_5"	0.214919	0.829803921568627	0.771167641957446	0
"55"	"DPOGS205123"	"Signalling"	"Toll"	"Toll_like-receptors_6"	0.282238	0.909376114081996	1.33631675022343	0
