"New_ID"	"Class"	"Pathway"	"Gene"	"stat_value"	"percentile"	"T_std"	"outliers"
"1"	"DPOGS209813"	"Recognition"	"PGRP"	"PGRP-like_2"	0.068816	0.460677361853832	-0.400870875809269	0
"2"	"DPOGS209814"	"Recognition"	"PGRP"	"PGRP-like_6"	0.001919	0.101319073083779	-0.910676210827045	0
"3"	"DPOGS212963"	"Recognition"	"BGRP"	"BGRP-like_1"	0.014206	0.192584670231729	-0.817040051487113	0
"4"	"DPOGS215599"	"Recognition"	"BGRP"	"BGRP-like_2"	0.001093	0.0711586452762923	-0.916970950601993	0
"5"	"DPOGS212940"	"Recognition"	"BGRP"	"BGRP-like_3"	0.140875	0.670017825311943	0.148272772426763	0
"6"	"DPOGS212941"	"Recognition"	"BGRP"	"BGRP-like_4"	0.242778	0.844848484848485	0.924850093596866	0
"7"	"DPOGS212964"	"Recognition"	"BGRP"	"BGRP-like_5"	0.238192	0.839714795008913	0.889901332570339	0
"8"	"DPOGS212965"	"Recognition"	"BGRP"	"BGRP-like_6"	0.181273	0.755650623885918	0.456135844373907	0
"9"	"DPOGS210549"	"Recognition"	"SCR"	"Class_B_like_SCR_1"	0.150171	0.693689839572193	0.219115267521091	0
"10"	"DPOGS203180"	"Recognition"	"SCR"	"Class_B_like_SCR_2"	0.15212	0.698395721925134	0.233968109919848	0
"11"	"DPOGS202796"	"Recognition"	"SCR"	"Class_B_like_SCR_3"	0.124214	0.630802139037433	0.021303451130873	0
"12"	"DPOGS214397"	"Recognition"	"SCR"	"Other_SCR_1"	0.457943	0.971194295900178	2.5645688389681	0
"13"	"DPOGS213636"	"Recognition"	"SCR"	"Other_SCR_2"	0.118691	0.615828877005348	-0.020785952957549	0
"14"	"DPOGS212634"	"Recognition"	"SCR"	"Other_SCR_3"	0.225388	0.825525846702317	0.792325245308316	0
"15"	"DPOGS202826"	"Recognition"	"SCR"	"Other_SCR_4"	0.042127	0.355579322638146	-0.604261081443145	0
"16"	"DPOGS215836"	"Recognition"	"TEP"	"TEP_like"	0.124093	0.630160427807487	0.0203813403405961	0
"17"	"DPOGS210251"	"Recognition"	"Nimrod"	"NIM-like_1"	0.092103	0.541319073083779	-0.223406462807806	0
"18"	"DPOGS210210"	"Recognition"	"Nimrod"	"NIM-like_2"	0.284443	0.885775401069519	1.24236865621575	0
"19"	"DPOGS210211"	"Recognition"	"Nimrod"	"NIM-like_3"	0.245172	0.84777183600713	0.943094169893748	0
"20"	"DPOGS204835"	"Modulation"	"CLIP_Serine_protease"	"CLIP-like_1"	0.023643	0.257896613190731	-0.745123030595851	0
