gene.id	stat_value
DPOGS200001	-0.004747
DPOGS200002	0.029063
DPOGS200005	0.001141
DPOGS200006	0.035301
DPOGS200007	0.028663
DPOGS200011	0.051216
DPOGS200012	0.073542
DPOGS200014	0.016832
DPOGS200016	0.017857
DPOGS200017	0.012932
DPOGS200036	0.079670
DPOGS200037	0.026143
DPOGS200039	0.023377
DPOGS200040	0.035249
DPOGS200043	0.039316
DPOGS200045	0.047848
DPOGS200047	0.035416
DPOGS200050	0.049888
DPOGS200051	0.012931
DPOGS200053	-0.012477
DPOGS200055	0.028178
DPOGS200057	0.040188
DPOGS200058	-0.011835
DPOGS200059	0.025085
DPOGS200060	0.084142
DPOGS200061	0.004672
DPOGS200062	0.011468
DPOGS200064	0.028760
DPOGS200065	0.031187
DPOGS200066	0.024699
DPOGS200067	0.014822
DPOGS200069	0.036785
DPOGS200070	0.018147
DPOGS200071	0.055178
DPOGS200073	0.008555
DPOGS200074	0.028142
DPOGS200075	0.022087
DPOGS200076	0.015946
DPOGS200077	0.028377
DPOGS200102	0.031664
DPOGS200103	0.008391
DPOGS200106	0.073884
DPOGS200107	0.005350
DPOGS200108	0.016948
DPOGS200109	0.032064
DPOGS200110	0.017805
DPOGS200111	0.054334
DPOGS200112	0.020798
DPOGS200113	0.017759
DPOGS200116	0.021632
DPOGS200117	0.046366
DPOGS200118	0.053720
DPOGS200121	0.042475
DPOGS200123	0.023575
DPOGS200124	0.015380
DPOGS200126	-0.006433
DPOGS200129	0.038638
DPOGS200133	0.018351
DPOGS200140	0.056399
DPOGS200144	0.023304
DPOGS200149	0.012963
DPOGS200153	0.019421
DPOGS200156	0.020805
DPOGS200159	0.076749
DPOGS200161	0.042542
DPOGS200163	0.026578
DPOGS200172	0.048316
DPOGS200173	0.028608
DPOGS200174	0.038966
DPOGS200180	0.061784
DPOGS200181	0.035718
DPOGS200182	0.043225
DPOGS200212	0.023232
DPOGS200219	0.040830
DPOGS200229	0.036678
DPOGS200230	-0.021156
DPOGS200235	0.017669
DPOGS200236	0.057773
DPOGS200237	0.082725
DPOGS200238	0.046298
DPOGS200240	0.012457
DPOGS200243	0.035791
DPOGS200244	0.022039
DPOGS200245	0.044284
DPOGS200246	0.075498
DPOGS200247	0.011364
DPOGS200250	0.038168
DPOGS200255	-0.000595
DPOGS200256	0.026189
DPOGS200264	0.045106
DPOGS200265	0.031977
DPOGS200266	0.031958
DPOGS200267	0.056413
DPOGS200270	0.075896
DPOGS200271	0.032621
DPOGS200272	0.000646
DPOGS200274	0.000020
DPOGS200279	0.008679
DPOGS200290	0.032767
DPOGS200291	0.033995
DPOGS200294	0.011194
DPOGS200295	0.048827
DPOGS200297	0.021867
DPOGS200298	0.039093
DPOGS200299	0.026348
DPOGS200302	0.012890
DPOGS200305	0.049653
DPOGS200306	0.094001
DPOGS200307	-0.009216
DPOGS200308	0.049866
DPOGS200309	0.063847
DPOGS200312	0.023089
DPOGS200316	0.009603
DPOGS200317	0.018282
DPOGS200323	0.166487
DPOGS200330	-0.012178
DPOGS200333	0.008647
DPOGS200337	0.040361
DPOGS200342	0.023618
DPOGS200344	0.020946
DPOGS200345	0.063372
DPOGS200346	0.038220
DPOGS200347	0.018263
DPOGS200349	0.028260
DPOGS200352	0.023056
DPOGS200356	0.031935
DPOGS200358	0.017921
DPOGS200360	0.034091
DPOGS200362	0.016681
DPOGS200363	0.030173
DPOGS200364	0.015030
DPOGS200366	0.038903
DPOGS200367	0.031054
DPOGS200368	-0.019461
DPOGS200369	0.093751
DPOGS200371	0.256192
DPOGS200372	0.069300
DPOGS200373	0.016043
DPOGS200381	0.044034
DPOGS200382	0.039604
DPOGS200383	0.027037
DPOGS200385	0.042990
DPOGS200386	0.041230
DPOGS200394	0.009712
DPOGS200395	0.035620
DPOGS200396	0.116295
DPOGS200397	0.130459
DPOGS200398	0.114131
DPOGS200399	0.068868
DPOGS200403	0.025205
DPOGS200409	0.031613
DPOGS200412	0.037474
DPOGS200417	0.028982
DPOGS200421	0.057413
DPOGS200422	-0.004946
DPOGS200427	0.042910
DPOGS200437	0.037628
DPOGS200439	0.022292
DPOGS200445	0.042626
DPOGS200446	0.044640
DPOGS200447	0.044674
DPOGS200448	0.038008
DPOGS200450	0.047780
DPOGS200452	0.073188
DPOGS200454	0.092292
DPOGS200460	0.003307
DPOGS200463	0.021172
DPOGS200466	0.021005
DPOGS200467	0.071957
DPOGS200468	0.044296
DPOGS200469	0.037115
DPOGS200471	0.056337
DPOGS200472	0.035094
DPOGS200473	0.063111
DPOGS200474	0.019113
DPOGS200499	-0.002608
DPOGS200519	0.009841
DPOGS200575	0.089836
DPOGS200663	0.023231
DPOGS200664	0.009920
DPOGS200666	0.022216
DPOGS200667	-0.006507
DPOGS200693	0.010255
DPOGS200698	0.065253
DPOGS200699	0.012843
DPOGS200762	0.006037
DPOGS200763	0.007668
DPOGS200764	0.041534
DPOGS200765	0.035679
DPOGS200766	-0.020088
DPOGS200769	0.024553
DPOGS200770	0.025537
DPOGS200771	0.035254
DPOGS200773	0.037995
DPOGS200793	-0.007184
DPOGS200815	0.005337
DPOGS200879	0.002267
DPOGS200880	0.048188
DPOGS200883	0.058057
DPOGS200884	0.019097
DPOGS200885	0.000904
DPOGS200886	0.024957
DPOGS200946	0.044346
DPOGS200949	0.043715
DPOGS200950	0.041441
DPOGS200953	0.089343
DPOGS200962	-0.020872
DPOGS200964	-0.003844
DPOGS200972	0.027070
DPOGS200973	0.034304
DPOGS200976	0.039463
