gene.id	total_sites	non-NA_sites
DPOGS200001	259	259
DPOGS200002	1791	1791
DPOGS200005	529	529
DPOGS200006	1193	1193
DPOGS200007	1299	1299
DPOGS200011	649	649
DPOGS200012	93	93
DPOGS200014	802	802
DPOGS200016	1690	1690
DPOGS200017	1195	1195
DPOGS200036	254	254
DPOGS200037	1300	1300
DPOGS200039	377	377
DPOGS200040	258	258
DPOGS200043	509	509
DPOGS200045	207	207
DPOGS200047	584	584
DPOGS200050	284	284
DPOGS200051	1005	1005
DPOGS200053	228	228
DPOGS200055	642	642
DPOGS200057	911	911
DPOGS200058	488	488
DPOGS200059	156	156
DPOGS200060	599	599
DPOGS200061	733	733
DPOGS200062	369	369
DPOGS200064	594	594
DPOGS200065	106	106
DPOGS200066	3522	3522
DPOGS200067	1106	1106
DPOGS200069	95	95
DPOGS200070	184	184
DPOGS200071	2103	2103
DPOGS200073	149	149
DPOGS200074	943	943
DPOGS200075	1017	1017
DPOGS200076	365	365
DPOGS200077	224	224
DPOGS200102	1471	1471
DPOGS200103	2453	2453
DPOGS200106	136	136
DPOGS200107	326	326
DPOGS200108	800	800
DPOGS200109	264	264
DPOGS200110	318	318
DPOGS200111	732	732
DPOGS200112	425	425
DPOGS200113	366	366
DPOGS200116	587	587
DPOGS200117	2382	2382
DPOGS200118	838	838
DPOGS200121	331	331
DPOGS200123	664	664
DPOGS200124	409	409
DPOGS200126	535	535
DPOGS200129	268	268
DPOGS200133	2229	2229
DPOGS200140	1650	1650
DPOGS200144	682	682
DPOGS200149	526	526
DPOGS200153	714	714
DPOGS200156	846	846
DPOGS200159	237	237
DPOGS200161	2108	2108
DPOGS200163	1301	1301
DPOGS200172	1624	1624
DPOGS200173	1182	1182
DPOGS200174	1347	1347
DPOGS200180	955	955
DPOGS200181	3813	3813
DPOGS200182	1097	1097
DPOGS200212	413	413
DPOGS200219	480	480
DPOGS200229	196	196
DPOGS200230	203	203
DPOGS200235	505	505
DPOGS200236	479	479
DPOGS200237	293	293
DPOGS200238	660	660
DPOGS200240	515	515
DPOGS200243	487	487
DPOGS200244	408	408
DPOGS200245	416	416
DPOGS200246	124	124
DPOGS200247	487	487
DPOGS200250	460	460
DPOGS200255	187	187
DPOGS200256	124	124
DPOGS200264	864	864
DPOGS200265	923	923
DPOGS200266	684	684
DPOGS200267	470	470
DPOGS200270	477	477
DPOGS200271	477	477
DPOGS200272	481	481
DPOGS200274	146	146
DPOGS200279	562	562
DPOGS200290	1442	1442
DPOGS200291	682	682
DPOGS200294	747	747
DPOGS200295	724	724
DPOGS200297	823	823
DPOGS200298	1139	1139
DPOGS200299	1011	1011
DPOGS200302	727	727
DPOGS200305	911	911
DPOGS200306	1130	1130
DPOGS200307	306	306
DPOGS200308	865	865
DPOGS200309	637	637
DPOGS200312	460	460
DPOGS200316	391	391
DPOGS200317	972	972
DPOGS200323	179	179
DPOGS200330	163	163
DPOGS200333	863	863
DPOGS200337	1911	1911
DPOGS200342	439	439
DPOGS200344	563	563
DPOGS200345	406	406
DPOGS200346	1412	1412
DPOGS200347	667	667
DPOGS200349	1919	1919
DPOGS200352	836	836
DPOGS200356	1638	1638
DPOGS200358	857	857
DPOGS200360	384	384
DPOGS200362	581	581
DPOGS200363	786	786
DPOGS200364	1207	1207
DPOGS200366	1275	1275
DPOGS200367	571	571
DPOGS200368	114	114
DPOGS200369	393	393
DPOGS200371	121	121
DPOGS200372	950	950
DPOGS200373	420	420
DPOGS200381	788	788
DPOGS200382	1536	1536
DPOGS200383	959	959
DPOGS200385	1001	1001
DPOGS200386	245	245
DPOGS200394	1446	1446
DPOGS200395	123	123
DPOGS200396	148	148
DPOGS200397	740	740
DPOGS200398	444	444
DPOGS200399	675	675
DPOGS200403	1188	1188
DPOGS200409	1542	1542
DPOGS200412	2801	2801
DPOGS200417	1664	1664
DPOGS200421	1650	1650
DPOGS200422	540	540
DPOGS200427	1273	1273
DPOGS200437	366	366
DPOGS200439	1393	1393
DPOGS200445	1374	1374
DPOGS200446	1176	1176
DPOGS200447	1969	1969
DPOGS200448	758	758
DPOGS200450	1430	1430
DPOGS200452	1144	1144
DPOGS200454	846	846
DPOGS200460	325	325
DPOGS200463	920	920
DPOGS200466	830	830
DPOGS200467	773	773
DPOGS200468	743	743
DPOGS200469	1645	1645
DPOGS200471	1713	1713
DPOGS200472	605	605
DPOGS200473	241	241
DPOGS200474	497	497
DPOGS200499	571	571
DPOGS200519	280	280
